model;year;horse_power;manufacturer_id
vulcan 800 drifter;2006;;2
vulcan 900 classic;2006;;2
vulcan 900 classic;2007;;2
vulcan 900 classic;2008;;2
vulcan 900 classic;2009;;2
vulcan 900 classic;2010;;2
vulcan 900 classic;2012;;2
vulcan 900 classic;2013;;2
vulcan 900 classic;2020;49.6;2
vulcan 900 classic;2021;49.6;2
vulcan 900 classic;2022;49.6;2
vulcan 900 classic lt;2006;;2
vulcan 900 classic lt;2007;;2
vulcan 900 classic lt;2008;;2
vulcan 900 classic lt;2009;;2
vulcan 900 classic lt;2010;;2
vulcan 900 classic lt;2011;;2
vulcan 900 classic lt;2012;;2
vulcan 900 classic lt;2013;;2
vulcan 900 classic lt;2021;49.6;2
vulcan 900 classic lt;2022;49.6;2
vulcan 900 classic se;2011;;2
vulcan 900 custom;2007;;2
vulcan 900 custom;2008;;2
vulcan 900 custom;2009;;2
vulcan 900 custom;2010;;2
vulcan 900 custom;2011;;2
vulcan 900 custom;2012;;2
vulcan 900 custom;2013;;2
vulcan 900 custom;2018;48.0;2
vulcan 900 custom;2019;48.0;2
vulcan 900 custom;2020;49.6;2
vulcan 900 custom;2021;49.6;2
vulcan s;2020;60.4;2
vulcan s;2021;60.4;2
vulcan s;2022;60.4;2
vulcan s  cafe;2020;48.0;2
vulcan s  cafe;2021;48.0;2
vulcan s abs;2016;48.0;2
vulcan s abs;2017;48.0;2
vulcan s abs  cafe;2016;48.0;2
vulcan s abs cafe;2017;48.0;2
vulcan s abs cafe;2018;48.0;2
vulcan s abs cafe;2019;48.0;2
vulcan s abs se;2016;48.0;2
vulcan s abs special edition;2017;48.0;2
vulcan s abs special edition;2018;61.0;2
vulcan s cafe;2017;48.0;2
vulcan s cafe;2022;60.4;2
vulcan s cafe light tourer;2018;61.0;2
vulcan s light tourer;2018;61.0;2
vulcan s performance;2020;60.4;2
vulcan s performance;2021;60.4;2
vulcan s performance;2022;60.4;2
vulcan s se;2019;46.9;2
vulcan s se;2020;46.9;2
vulcan s se;2021;46.9;2
vulcan s sport;2018;61.0;2
vulcan s tourer;2020;60.4;2
vulcan s tourer;2021;60.4;2
vulcan s tourer;2022;60.4;2
vulcan vn1700 voyager;2012;;2
vulcan vn1700 voyager custom;2012;71.1;2
vulcan vn700-a1;1985;;2
vulcan vn750;2002;;2
w 650;1999;50.0;2
w 650;2000;50.0;2
w 650;2001;50.0;2
w 650;2002;50.0;2
w 650;2003;49.6;2
w 650;2004;50.0;2
w 650;2006;51.0;2
w1;1965;52.3;2
w1;1966;52.3;2
w1;1967;52.3;2
w1;1968;52.3;2
w1;1969;52.3;2
w1 ss;1965;49.0;2
w1 ss;1966;49.0;2
w1 ss;1967;49.0;2
w1 ss;1968;49.0;2
w1 ss;1969;49.0;2
w175;2018;;2
w175;2022;13.0;2
w175 se;2018;13.0;2
w2;1965;53.0;2
w2;1966;53.0;2
w2;1967;53.0;2
w2;1968;53.0;2
w2;1969;53.0;2
w800;2011;;2
w800;2012;;2
w800;2013;46.9;2
w800;2014;46.9;2
w800;2015;48.0;2
w800;2016;48.0;2
w800;2017;48.0;2
w800;2020;;2
w800;2021;47.0;2
w800;2022;47.0;2
w800 black edition;2015;48.0;2
w800 cafe;2019;;2
w800 chrome edition;2014;46.9;2
w800 final edition;2017;48.0;2
w800 special edition;2012;;2
w800 special edition;2013;46.9;2
w800 special edition;2014;46.9;2
w800 special edition;2016;48.0;2
w800 special edition;2017;48.0;2
w800 street;2019;46.9;2
w800 street;2020;46.9;2
w800 street;2021;46.9;2
z 1000;1976;85.0;2
z 1000;1977;85.0;2
z 1000;1978;85.0;2
z 1000;2003;125.0;2
z 1000;2004;127.0;2
z 1000;2005;;2
z 1000;2006;;2
z 1000 abs special edition;2013;;2
z 1000 fuel injection;1980;97.0;2
z 1000 gtr;1986;100.0;2
z 1000 gtr;1987;100.0;2
z 1000 gtr;1988;100.0;2
z 1000 gtr;1989;100.0;2
z 1000 j;1981;98.0;2
z 1000 j;1982;98.0;2
z 1000 j;1983;98.0;2
z 1000 ltd;1981;95.0;2
z 1000 ltd;1982;95.0;2
z 1000 ltd;1983;95.0;2
z 1000 mk ii;1979;94.0;2
z 1000 mk ii;1980;94.0;2
z 1000 r;1983;98.0;2
z 1000 s - z 1-r;1979;90.0;2
z 1000 s - z 1-r;1980;90.0;2
z 1000 st;1979;97.0;2
z 1000 st;1980;97.0;2
z 1000 sx;2011;136.0;2
z 1000 sx;2012;136.0;2
z 1000 sx tourer;2011;136.0;2
z 1000 z 1-r;1978;90.0;2
z 1100 gp;1982;109.0;2
z 1100 st;1981;97.0;2
z 1100 st;1982;97.0;2
z 1100 st;1983;97.0;2
z 1300;1979;99.0;2
z 1300;1980;99.0;2
z 1300;1981;99.0;2
z 1300;1982;130.0;2
z 1300;1983;130.0;2
z 1300 (reduced effect);1983;100.0;2
z 1300 dfi;1985;130.0;2
z 1300 dfi;1986;130.0;2
z 1300 dfi;1987;130.0;2
z 1300 dfi;1988;130.0;2
z 1300 dfi;1989;130.0;2
z 1300 dfi (reduced effect);1984;100.0;2
z 1300 dfi (reduced effect);1985;100.0;2
z 1300 dfi (reduced effect);1986;100.0;2
z 1300 dfi (reduced effect);1989;100.0;2
z 200;1978;17.0;2
z 200;1979;17.0;2
z 250;1979;27.0;2
z 250 a;1980;27.0;2
z 250 a;1981;27.0;2
z 250 a;1982;27.0;2
z 250 a;1983;27.0;2
z 250 c;1980;17.0;2
z 250 c;1981;17.0;2
z 250 c;1982;17.0;2
z 250 c;1983;17.0;2
z 250 j;1982;17.0;2
z 250 ltd;1981;17.0;2
z 250 ltd;1982;17.0;2
z 250 ltd;1983;17.0;2
z 250 ltd belt drive;1983;17.0;2
z 250sl abs;2015;32.0;2
z 400;1974;36.0;2
z 400;1975;36.0;2
z 400;1976;36.0;2
z 400;1977;27.0;2
z 400 abs;2019;27.0;2
z 400 abs;2020;27.0;2
z 400 b;1978;27.0;2
z 400 b;1980;27.0;2
z 400 f;1984;41.0;2
z 400 f;1985;41.0;2
z 400 f (reduced effect);1984;27.0;2
z 400 f (reduced effect);1985;27.0;2
z 400 g;1979;27.0;2
z 400 j;1980;27.0;2
z 400 j;1981;27.0;2
z 400 j;1982;27.0;2
z 400 j;1983;27.0;2
z 440 c;1980;27.0;2
z 440 c;1981;27.0;2
z 440 ltd;1980;27.0;2
z 440 ltd;1981;27.0;2
z 440 ltd;1982;27.0;2
z 440 ltd;1983;27.0;2
z 440 ltd belt drive;1982;27.0;2
z 440 ltd belt drive;1983;27.0;2
z 440 ltd belt drive;1984;27.0;2
z 440 ltd belt drive;1985;36.0;2
z 440 ltd belt drive (reduced effect);1985;27.0;2
z 440 twin;1982;27.0;2
z 440 twin;1983;27.0;2
z 450 ltd;1984;50.0;2
z 450 ltd;1985;50.0;2
z 450 ltd;1986;50.0;2
z 450 ltd;1987;50.0;2
z 450 ltd;1988;50.0;2
z 450 ltd;1989;50.0;2
z 450 ltd (reduced effect);1985;27.0;2
z 450 ltd (reduced effect);1986;27.0;2
z 450 ltd (reduced effect);1987;27.0;2
z 450 ltd (reduced effect);1988;27.0;2
z 450 ltd (reduced effect);1989;27.0;2
z 500;1979;50.0;2
z 500;1980;52.0;2
z 550;1981;50.0;2
z 550 f;1985;56.0;2
z 550 gt;1983;50.0;2
z 550 gt;1984;50.0;2
z 550 gt;1985;50.0;2
z 550 gt;1986;50.0;2
z 550 gt;1987;50.0;2
z 550 gt;1988;50.0;2
z 550 gt;1989;50.0;2
z 550 gt;1990;50.0;2
z 550 gt (reduced effect);1988;27.0;2
z 550 gt (reduced effect);1989;27.0;2
z 550 gt (reduced effect);1990;27.0;2
z 550 ltd;1980;50.0;2
z 550 ltd;1981;50.0;2
z 550 ltd;1983;50.0;2
z 550 sport;1983;50.0;2
z 550 sport;1984;50.0;2
z 650;1976;66.0;2
z 650;1977;66.0;2
z 650;1978;66.0;2
z 650 c;1978;66.0;2
z 650 c;1979;66.0;2
z 650 f;1982;67.0;2
z 650 f;1983;67.0;2
z 650 ltd;1978;65.0;2
z 650 sr;1979;65.0;2
z 650 sr;1980;65.0;2
z 650 sr d-4;1982;61.7;2
z 750;1976;50.0;2
z 750;1977;50.0;2
z 750;1978;50.0;2
z 750;1979;50.0;2
z 750;1980;77.0;2
z 750;1981;78.0;2
z 750;2004;;2
z 750;2006;50.0;2
z 750;2011;104.0;2
z 750 gt;1982;78.0;2
z 750 gt;1983;78.0;2
z 750 gt;1984;78.0;2
z 750 gt;1985;78.0;2
z 750 gt;1986;78.0;2
z 750 gt;1987;78.0;2
z 750 gt;1988;78.0;2
z 750 gt;1989;78.0;2
z 750 l;1981;77.0;2
z 750 l;1983;78.0;2
z 750 ltd;1980;74.0;2
z 750 ltd;1981;74.0;2
z 750 ltd;1982;74.0;2
z 750 ltd;1983;74.0;2
z 750 ltd belt drive;1983;49.0;2
z 750 ltd belt drive;1984;49.0;2
z 750 ltd twin;1983;49.0;2
z 750 r;2011;104.0;2
z 750 s;2005;;2
z 750 s;2006;;2
z 750 sport;1983;80.0;2
z 750 sport;1984;80.0;2
z 750 sport;1986;80.0;2
z 750 turbo;1984;100.0;2
z 750 turbo;1985;100.0;2
z 750 turbo;1986;100.0;2
z 750 turbo;1987;100.0;2
z 900;1975;81.0;2
z h2;2020;;2
z h2;2021;;2
z h2;2022;;2
z h2 se;2021;200.0;2
z h2 se;2022;;2
z h2 se performance;2021;197.0;2
z1-b;1976;82.0;2
z1000;2007;;2
z1000;2008;;2
z1000;2009;127.0;2
z1000;2010;;2
z1000;2011;;2
z1000;2012;;2
z1000;2013;;2
z1000;2015;142.0;2
z1000;2017;142.0;2
z1000;2018;142.0;2
z1000;2019;142.0;2
z1000;2020;142.0;2
z1000;2021;140.0;2
z1000 abs;2007;123.0;2
z1000 abs;2014;;2
z1000 abs;2015;140.0;2
z1000 abs;2016;140.0;2
z1000 r edition;2017;142.0;2
z1000 special edition;2013;;2
z1000 special edition;2014;140.0;2
z1000 special edition;2015;142.0;2
z1000 sugomi;2016;140.0;2
z1000 sugomi edition;2017;140.0;2
z1000 sx;2013;136.0;2
z1000 sx;2015;136.0;2
z1000 sx;2016;142.0;2
z1000 sx;2017;142.0;2
z1000 sx tourer;2012;136.0;2
z1000 sx tourer;2015;140.0;2
z1000 sx tourer;2016;140.0;2
z1000r edition;2020;142.0;2
z1000sx;2015;142.0;2
z1000sx;2019;140.0;2
z1000sx tourer;2015;140.0;2
z125;2017;9.4;2
z125;2019;14.8;2
z125;2020;14.8;2
z125;2021;14.8;2
z125;2022;14.8;2
z125 performance;2021;14.8;2
z125 performance;2022;14.8;2
z125 pro;2016;;2
z125 pro;2017;;2
z125 pro;2018;;2
z125 pro;2019;;2
z125 pro;2021;14.8;2
z125 pro;2022;;2
z125 pro krt edition;2017;;2
z125 pro krt edition;2018;;2
z125 pro se;2018;;2
z1b z900;1976;82.0;2
z250;2014;32.0;2
z250;2015;32.0;2
z250;2016;32.0;2
z250;2017;32.0;2
z250 special edition;2016;32.0;2
z250sl;2015;32.0;2
z250sl;2016;28.0;2
z250sl;2017;28.0;2
z300;2015;39.0;2
z300;2016;39.0;2
z300;2017;39.0;2
z300 performance;2017;39.0;2
z300 special edition;2016;30.0;2
z400;1978;;2
z400;2020;45.0;2
z400;2021;45.0;2
z400;2022;45.0;2
z550 ltd;1982;50.0;2
z650;2017;39.0;2
z650;2019;67.3;2
z650;2020;67.3;2
z650;2021;67.3;2
z650;2022;67.3;2
z650 abs;2018;39.0;2
z650 abs;2019;39.0;2
z650 performance;2021;67.3;2
z650l;2020;50.7;2
z650l;2021;50.7;2
z650l se;2021;50.7;2
z650rs;2022;67.3;2
z750;2007;106.0;2
z750;2008;;2
z750;2009;104.0;2
z750;2010;;2
z750;2012;104.0;2
z750 abs;2007;104.0;2
z750 abs;2008;;2
z750r;2012;104.0;2
z750r black edition;2012;106.0;2
z800;2013;111.0;2
z800;2014;111.0;2
z800;2015;113.0;2
z800;2017;113.0;2
z800 abs;2015;113.0;2
z800 abs;2016;113.0;2
z800 abs;2017;113.0;2
z800 e;2013;93.9;2
z800 e;2014;93.9;2
z800 e;2016;46.9;2
z800 e version;2015;95.0;2
z800 e version;2017;95.0;2
z800 e version performance;2017;95.0;2
z800 e version se;2017;95.0;2
z800 performance;2017;113.0;2
z800 sugomi;2016;113.0;2
z900;2017;125.0;2
z900;2020;;2
z900;2021;;2
z900;2022;123.0;2
z900 (70 kw);2019;;2
z900 70kw;2021;93.9;2
z900 abs;2017;;2
z900 abs;2018;;2
z900 abs;2019;;2
z900 performance;2021;123.0;2
z900 se;2022;;2
z900 se performance;2022;125.0;2
z900rs;2018;110.0;2
z900rs;2019;110.0;2
z900rs;2020;110.0;2
z900rs;2021;110.0;2
z900rs;2022;110.0;2
z900rs black edition;2020;110.0;2
z900rs cafe;2018;110.0;2
z900rs cafe;2019;110.0;2
z900rs cafe;2020;110.0;2
z900rs cafe;2021;110.0;2
z900rs cafe;2022;110.0;2
z900rs se;2022;110.0;2
zephyr 1100;1992;93.0;2
zephyr 1100;1996;91.0;2
zephyr 1100;1997;93.0;2
zephyr 550;1991;50.0;2
zephyr 550;1992;50.0;2
zephyr 550;1997;50.0;2
zephyr 550;1998;50.0;2
zephyr 550;1999;50.0;2
zephyr 550 (reduced effect);1991;27.0;2
zephyr 550 (reduced effect);1992;27.0;2
zephyr 750;1991;72.0;2
zephyr 750;1992;72.0;2
zephyr 750;1993;72.0;2
zephyr 750;1994;72.0;2
zephyr 750;1995;72.0;2
zephyr 750;1996;72.0;2
zephyr 750;1997;72.0;2
zephyr 750;1998;72.0;2
zephyr 750;1999;76.0;2
zephyr 750 (reduced effect);1991;50.0;2
zephyr 750 (reduced effect);1992;50.0;2
zl 1000;1987;110.0;2
zl 1000;1988;110.0;2
zl 1000;1989;110.0;2
zl 1000 (reduced effect);1987;100.0;2
zl 1000 (reduced effect);1989;100.0;2
zl 400 eliminator;1986;;2
zl 600;1986;74.0;2
zl 600;1987;74.0;2
zl 600;1988;74.0;2
zl 600;1989;74.0;2
zl 600 (reduced effect #2);1988;27.0;2
zl 600 eliminator;1995;61.0;2
zl 600 eliminator;1996;61.0;2
zl 600 eliminator;1997;61.0;2
zl 900 eliminator;1985;105.0;2
zn 700 ltd shaft;1984;74.0;2
zr 550b zephyr;1990;50.0;2
zr-7;1999;75.0;2
zr-7;2000;76.0;2
zr-7;2001;76.0;2
zr-7;2002;76.0;2
zr-7;2003;75.1;2
zr-7 s;2001;76.0;2
zr-7 s;2002;76.0;2
zr-7s;2003;75.1;2
zrx 1100;1997;110.0;2
zrx 1100;1998;110.0;2
zrx 1100;1999;98.0;2
zrx 1100;2000;106.0;2
zrx 1200;2001;122.0;2
zrx 1200;2002;122.0;2
zrx 1200;2004;122.0;2
zrx 1200;2006;;2
zrx 1200 r;2001;122.0;2
zrx 1200 r;2003;120.0;2
zrx 1200 r;2004;122.0;2
zrx 1200 r;2005;;2
zrx 1200 s;2001;122.0;2
zrx 1200 s;2002;122.0;2
zrx 1200 s;2003;120.0;2
zrx 1200 s;2004;122.0;2
zrx 400;1998;;2
zrx1200 daeg;2011;;2
zrx1200 daeg;2012;;2
zrx1200 daeg;2013;108.0;2
zrx1200 daeg;2014;110.0;2
zrx1200 daeg;2015;110.0;2
zrx1200 daeg;2016;110.0;2
zrx1200 daeg;2017;110.0;2
zrx1200 daeg black limited;2014;110.0;2
zrx1200 daeg black limited;2015;110.0;2
zx 6 r;1995;105.0;2
zx 6 r;2003;117.0;2
zx 6 rr;2003;111.0;2
zx 9 r ninja;1995;141.0;2
zx-10;1988;137.0;2
zx-10;1989;137.0;2
zx-10;1990;137.0;2
zx-10 (reduced effect);1988;100.0;2
zx-10 (reduced effect);1989;100.0;2
zx-10 (reduced effect);1990;100.0;2
zx-10r winter test edition;2016;200.0;2
zx-12r;2000;185.0;2
zx-12r ninja;2001;185.0;2
zx-12r ninja;2002;178.0;2
zx-12r ninja;2003;175.0;2
zx-6r;1998;108.0;2
zx-6r ninja;1996;105.0;2
zx-6r ninja;1997;105.0;2
zx-6r ninja;1999;107.0;2
zx-6r ninja;2000;112.0;2
zx-6r ninja;2001;111.0;2
zx-6r ninja;2002;;2
zx-7r;2003;121.0;2
zx-7r ninja;1996;;2
zx-7r ninja;1997;122.0;2
zx-7r ninja;1998;122.0;2
zx-7r ninja;1999;122.0;2
zx-7r ninja;2000;126.0;2
zx-7r ninja;2001;122.0;2
zx-7r ninja;2002;126.0;2
zx-7rr ninja;1996;;2
zx-7rr ninja;1997;122.0;2
zx-7rr ninja;1998;122.0;2
zx-9r;2000;143.0;2
zx-9r ninja;1996;141.0;2
zx-9r ninja;1997;141.0;2
zx-9r ninja;1998;143.0;2
zx-9r ninja;1999;143.0;2
zx-9r ninja;2001;143.0;2
zx-9r ninja;2002;144.0;2
zx-9r ninja;2003;150.0;2
zxr 250;1989;;2
zxr 250c;1991;45.0;2
zxr 400;1991;65.0;2
zxr 400;1992;65.0;2
zxr 400;1999;65.0;2
zxr 400;2000;65.0;2
zxr 400;2003;65.0;2
zxr 750;1989;107.0;2
zxr 750;1990;107.0;2
zxr 750;1991;100.0;2
zxr 750;1992;121.0;2
zxr 750;1995;121.0;2
zxr 750 (reduced effect);1989;100.0;2
zxr 750 (reduced effect);1990;100.0;2
zxr 750 (reduced effect);1992;100.0;2
zxr 750 r;1991;121.0;2
zxr 750 r;1992;121.0;2
zxr 750 r (reduced effect);1991;100.0;2
zxr 750 r (reduced effect);1992;100.0;2
zxr250c ninja;1991;45.0;2
zz-r 1100;1990;147.0;2
zz-r 1100;1991;147.0;2
zz-r 1100;1992;147.0;2
zz-r 1100 (reduced effect);1990;100.0;2
zz-r 1100 (reduced effect);1991;100.0;2
zz-r 1100 (reduced effect);1992;100.0;2
zz-r 1200;2003;158.0;2
zz-r 250;2002;33.0;2
zz-r 500;1991;71.1;2
zz-r 600;1990;98.0;2
zz-r 600;1991;98.0;2
zz-r 600;1992;98.0;2
zz-r 600;2002;100.0;2
zz-r 600;2003;100.0;2
zzr 1100;1995;150.0;2
zzr 1100;1996;150.0;2
zzr 1100;1997;150.0;2
zzr 1100;1998;150.0;2
zzr 1100;1999;148.0;2
zzr 1100;2000;150.0;2
zzr 1100;2001;146.0;2
zzr 1200;2004;160.0;2
zzr 1200;2005;;2
zzr 1400;2006;187.0;2
zzr 1400;2007;;2
zzr 1400;2010;;2
zzr 1400;2011;190.0;2
zzr 1400;2013;197.0;2
zzr 1400;2015;200.0;2
zzr 1400;2016;200.0;2
zzr 1400;2017;200.0;2
zzr 1400 performance;2015;200.0;2
zzr 1400 performance sport;2015;200.0;2
zzr 1400 performance sport;2016;200.0;2
zzr 1400 performance sport;2017;200.0;2
zzr 1400 performance sport delete;2019;200.0;2
zzr 1400 special edition;2013;197.0;2
zzr 400;1997;;2
zzr 600;1995;100.0;2
zzr 600;1996;100.0;2
zzr 600;1997;100.0;2
zzr 600;1998;100.0;2
zzr 600;1999;100.0;2
zzr 600;2000;100.0;2
zzr 600;2001;98.0;2
zzr 600;2004;98.0;2
zzr 600;2005;;2
zzr 600;2006;;2
zzr 600;2007;;2
zzr 600;2009;;2
zzr-400;1995;53.0;2
zzr1400;2008;;2
zzr1400;2012;;2
zzr1400;2018;200.0;2
zzr1400;2019;200.0;2
zzr1400;2020;200.0;2
zzr1400 abs;2007;187.0;2
zzr1400 abs;2009;;2
zzr1400 performance sport;2019;200.0;2
zzr1400 performance sport;2020;200.0;2
zzr600;2008;;2
250 sb;2005;28.2;4
a 80;1970;7.7;4
ap 50;1976;4.8;4
ax4;2016;;4
ax4;2017;11.0;4
ax4;2020;11.0;4
ax4 115;2022;11.0;4
b-king;2008;;4
b-king;2010;;4
b-king;2011;181.0;4
b-king;2012;181.0;4
b-king abs;2008;;4
b-king abs;2010;;4
b-king abs;2011;181.0;4
b-king hyaku;2010;;4
bandit 1200 n;2004;97.0;4
bandit 1200 s;2004;;4
bandit 1200 s;2005;;4
bandit 1200 sa;2006;;4
bandit 1200s;2006;;4
bandit 1250;2007;;4
bandit 1250;2008;;4
bandit 1250;2013;;4
bandit 1250 abs;2007;;4
bandit 1250 abs;2008;;4
bandit 1250 abs;2010;;4
bandit 1250 abs;2018;98.0;4
bandit 1250 sa;2012;96.6;4
bandit 1250f abs;2010;;4
bandit 1250f abs;2014;98.0;4
bandit 1250f abs;2015;98.0;4
bandit 1250s;2010;;4
bandit 1250s;2011;96.6;4
bandit 1250s;2012;96.6;4
bandit 1250s abs;2010;;4
bandit 1250s abs;2011;96.6;4
bandit 1250s abs;2013;;4
bandit 1250s abs;2015;98.0;4
bandit 1250s abs;2016;98.0;4
bandit 1250s abs;2017;98.0;4
bandit 1250s abs;2018;98.0;4
bandit 1250sa;2013;;4
bandit 1250sa;2014;;4
bandit 400;1991;50.0;4
bandit 400;1992;50.0;4
bandit 400;1995;;4
bandit 600 n;2004;77.5;4
bandit 600 s;2004;77.5;4
bandit 650;2006;78.0;4
bandit 650;2009;;4
bandit 650;2012;;4
bandit 650;2017;85.0;4
bandit 650 sa;2006;77.5;4
bandit 650 sa;2012;;4
bandit 650 sa;2018;85.0;4
bandit 650a;2015;85.0;4
bandit 650a;2016;85.0;4
bandit 650a;2017;85.0;4
bandit 650s abs;2015;85.0;4
bandit 650sa;2013;;4
bandit 650sa;2014;;4
bandit gsf650;2010;;4
bandit gsf650s;2010;;4
boulevard 400;2008;32.2;4
boulevard 400;2010;32.2;4
boulevard 400;2011;32.2;4
boulevard 400;2012;32.2;4
boulevard 400;2014;32.2;4
boulevard 400;2015;32.2;4
boulevard 400;2016;32.2;4
boulevard c109r;2008;;4
boulevard c109r;2009;;4
boulevard c109r;2010;;4
boulevard c109r;2011;;4
boulevard c109r;2012;;4
boulevard c109rt;2008;;4
boulevard c109rt;2009;;4
boulevard c109rt;2010;;4
boulevard c109rt;2011;;4
boulevard c109rt;2012;;4
boulevard c50;2005;;4
boulevard c50;2006;;4
boulevard c50;2007;;4
boulevard c50;2008;;4
boulevard c50;2009;;4
boulevard c50;2010;;4
boulevard c50;2011;52.0;4
boulevard c50;2013;;4
boulevard c50;2014;;4
boulevard c50;2015;53.0;4
boulevard c50;2016;53.0;4
boulevard c50;2017;53.0;4
boulevard c50;2018;53.0;4
boulevard c50;2019;53.0;4
boulevard c50;2020;53.0;4
boulevard c50;2021;53.0;4
boulevard c50;2022;53.0;4
boulevard c50 b o s s;2014;;4
boulevard c50 b o s s;2015;79.0;4
boulevard c50 b o s s;2016;79.0;4
boulevard c50 black;2005;;4
boulevard c50 black;2006;;4
boulevard c50 black;2007;;4
boulevard c50 black;2008;;4
boulevard c50 limited edition;2008;;4
boulevard c50 special;2012;;4
boulevard c50 special edition;2009;;4
boulevard c50 special edition;2010;;4
boulevard c50 special edition;2011;;4
boulevard c50 special edition;2013;;4
boulevard c50 special edition;2014;;4
boulevard c50 t;2005;;4
boulevard c50c;2006;;4
boulevard c50c;2007;;4
boulevard c50se;2021;53.0;4
boulevard c50se;2022;53.0;4
boulevard c50t;2006;;4
boulevard c50t;2007;;4
boulevard c50t;2008;;4
boulevard c50t;2009;;4
boulevard c50t;2010;;4
boulevard c50t;2011;;4
boulevard c50t;2012;;4
boulevard c50t;2013;;4
boulevard c50t;2014;;4
boulevard c50t;2015;53.0;4
boulevard c50t;2016;53.0;4
boulevard c50t;2017;53.0;4
boulevard c50t;2018;53.0;4
boulevard c50t;2019;53.0;4
boulevard c50t;2020;53.0;4
boulevard c50t;2021;53.0;4
boulevard c50t;2022;53.0;4
boulevard c50t classic;2012;;4
boulevard c90;2005;;4
boulevard c90;2006;;4
boulevard c90;2007;;4
boulevard c90;2008;;4
boulevard c90;2009;;4
boulevard c90;2010;;4
boulevard c90;2011;;4
boulevard c90;2014;;4
boulevard c90 b o s s;2014;;4
boulevard c90 b o s s;2015;;4
boulevard c90 b o s s;2018;;4
boulevard c90 b o s s;2019;;4
boulevard c90 b o s s;2022;;4
boulevard c90 black;2005;;4
boulevard c90 black;2006;;4
boulevard c90 black;2007;;4
boulevard c90 black;2008;;4
boulevard c90 boss;2016;;4
boulevard c90 boss;2017;;4
boulevard c90 t;2005;;4
boulevard c90t;2006;;4
boulevard c90t;2007;;4
boulevard c90t;2008;;4
boulevard c90t;2009;;4
boulevard c90t;2010;;4
boulevard c90t;2011;;4
boulevard c90t;2013;;4
boulevard c90t;2015;58.0;4
boulevard c90t;2016;58.0;4
boulevard c90t;2017;58.0;4
boulevard c90t;2018;58.0;4
boulevard c90t;2019;58.0;4
boulevard c90t;2022;58.0;4
boulevard c90t b.o.s.s.;2013;;4
boulevard m 50 black;2006;;4
boulevard m109r;2007;;4
boulevard m109r;2008;;4
boulevard m109r;2009;;4
boulevard m109r;2010;;4
boulevard m109r;2011;;4
boulevard m109r;2012;;4
boulevard m109r;2013;;4
boulevard m109r;2014;;4
boulevard m109r;2016;125.0;4
boulevard m109r;2017;125.0;4
boulevard m109r;2018;125.0;4
boulevard m109r;2021;125.0;4
boulevard m109r b o s s;2014;;4
boulevard m109r b o s s;2015;125.0;4
boulevard m109r b o s s;2016;125.0;4
boulevard m109r b o s s;2017;125.0;4
boulevard m109r b o s s;2018;125.0;4
boulevard m109r b o s s;2019;125.0;4
boulevard m109r b o s s;2020;125.0;4
boulevard m109r b o s s;2021;125.0;4
boulevard m109r b o s s;2022;125.0;4
boulevard m109r limited;2012;;4
boulevard m109r limited edition;2007;;4
boulevard m109r limited edition;2008;;4
boulevard m109r limited edition;2009;;4
boulevard m109r limited edition;2010;;4
boulevard m109r limited edition;2011;;4
boulevard m109r limited edition;2013;;4
boulevard m109r limited edition;2014;;4
boulevard m109r limited edition;2016;125.0;4
boulevard m109r2;2008;;4
boulevard m109r2;2009;;4
boulevard m109r2;2010;;4
boulevard m109r2;2011;;4
boulevard m109s;2006;;4
boulevard m1500;2012;;4
boulevard m50;2005;;4
boulevard m50;2006;50.0;4
boulevard m50;2007;;4
boulevard m50;2008;;4
boulevard m50;2009;;4
boulevard m50;2010;;4
boulevard m50;2011;;4
boulevard m50;2013;;4
boulevard m50;2014;;4
boulevard m50;2015;53.0;4
boulevard m50;2016;53.0;4
boulevard m50;2017;53.0;4
boulevard m50;2018;53.0;4
boulevard m50;2019;53.0;4
boulevard m50;2022;53.0;4
boulevard m50 limited;2007;;4
boulevard m50 special;2012;;4
boulevard m50 special edition;2009;;4
boulevard m50 special edition;2010;;4
boulevard m50 special edition;2011;;4
boulevard m90;2009;;4
boulevard m90;2010;;4
boulevard m90;2011;;4
boulevard m90;2012;;4
boulevard m90;2013;;4
boulevard m90;2014;;4
boulevard m90;2015;79.0;4
boulevard m90;2016;79.0;4
boulevard m90;2017;79.0;4
boulevard m90;2018;79.0;4
boulevard m90;2019;79.0;4
boulevard m90;2022;79.0;4
boulevard m95;2005;;4
boulevard s40;2005;;4
boulevard s40;2006;;4
boulevard s40;2007;;4
boulevard s40;2008;;4
boulevard s40;2009;;4
boulevard s40;2010;;4
boulevard s40;2011;;4
boulevard s40;2012;;4
boulevard s40;2013;;4
boulevard s40;2014;;4
boulevard s40;2015;;4
boulevard s40;2016;;4
boulevard s40;2017;;4
boulevard s40;2018;;4
boulevard s40;2019;;4
boulevard s40;2021;;4
boulevard s40;2022;;4
boulevard s50;2005;;4
boulevard s50;2006;;4
boulevard s50;2007;;4
boulevard s50;2008;;4
boulevard s50;2009;;4
boulevard s50;2010;;4
boulevard s50;2011;;4
boulevard s83;2005;;4
boulevard s83;2006;;4
boulevard s83;2007;;4
boulevard s83;2008;;4
boulevard s83;2009;;4
boulevard s83;2010;;4
boulevard s83;2011;;4
djebel 200;2002;20.0;4
djebel 250 xc;2002;30.0;4
djebel 250 xc;2005;29.5;4
